date,high,low,opening_price,closing_price,volume
08-03-12 0:00,7.2,7,7,7,74000
07-03-12 0:00,7.1,7,7,7,192500
06-03-12 0:00,7.2,7,7,7,406000
05-03-12 0:00,7.3,7.1,7.3,7.1,279500
04-03-12 0:00,7.4,7.1,7.3,7.3,370000
01-03-12 0:00,7.5,7.2,7.5,7.2,159000
29-02-12 0:00,7.8,7.4,7.4,7.5,291500
28-02-12 0:00,7.5,7.3,7.3,7.4,74000
27-02-12 0:00,7.5,7.3,7.5,7.3,95000
23-02-12 0:00,7.5,7.2,7.3,7.4,246000
22-02-12 0:00,7.3,7.1,7.1,7.1,29000
20-02-12 0:00,7.3,7,7,7,153000
19-02-12 0:00,7.3,7,7.1,7,181500
16-02-12 0:00,7.5,7.3,7.5,7.3,41500
15-02-12 0:00,7.6,7.2,7.2,7.4,49000
14-02-12 0:00,7.5,7.3,7.4,7.3,39500
13-02-12 0:00,7.7,7.3,7.4,7.4,118000
12-02-12 0:00,7.6,7.2,7.2,7.5,282500
09-02-12 0:00,7.4,7,7,7.2,103000
08-02-12 0:00,7.6,7.1,7.6,7.1,166000
07-02-12 0:00,7.3,6.8,6.8,7.3,234500
06-02-12 0:00,7,6.5,7,6.7,133500
02-02-12 0:00,7.4,7.1,7.2,7.1,114500
01-02-12 0:00,7.7,7.2,7.5,7.2,151500
31-01-12 0:00,7.9,7.6,7.8,7.6,112000
30-01-12 0:00,7.9,7.4,7.4,7.7,74000
29-01-12 0:00,8,7.6,7.9,7.7,141000
26-01-12 0:00,8.1,7.9,8.1,7.9,279000
25-01-12 0:00,8.2,7.9,8.1,8.1,190000
24-01-12 0:00,8.4,8.1,8.1,8.1,124500
23-01-12 0:00,8.5,8.1,8.2,8.3,153500
22-01-12 0:00,8.9,8.4,8.8,8.4,181500
19-01-12 0:00,8.8,8.5,8.6,8.6,137000
18-01-12 0:00,8.8,8.3,8.6,8.3,305000
16-01-12 0:00,8.9,8.7,8.8,8.7,259000
15-01-12 0:00,9.3,8.7,8.8,9.1,641000
12-01-12 0:00,9,8.9,9,8.9,215000
11-01-12 0:00,9.1,8.9,9,9,171000
10-01-12 0:00,9.5,8.8,8.9,9.2,1708000
09-01-12 0:00,9,8.8,9,8.9,924500
08-01-12 0:00,9.4,8.9,9,9.2,692500
05-01-12 0:00,9.4,9,9.1,9.2,988500
04-01-12 0:00,9.5,8.7,8.9,9.2,3313500
03-01-12 0:00,9,8.8,9,8.8,480000
02-01-12 0:00,9.1,8.7,8.7,8.9,757000
01-01-12 0:00,9.1,8.7,9,8.9,701000
30-12-13 0:00,6.1,5.9,5.9,6,135500
29-12-13 0:00,6,5.9,6,5.9,188500
26-12-13 0:00,6.1,6,6.1,6,119500
24-12-13 0:00,6.1,6,6.1,6,167500
23-12-13 0:00,6.2,6,6.2,6,175500
22-12-13 0:00,6.2,6,6.1,6.1,209500
19-12-13 0:00,6.2,6,6.2,6.1,218500
18-12-13 0:00,6.3,6.1,6.2,6.2,113500
17-12-13 0:00,6.3,6.1,6.3,6.2,236500
15-12-13 0:00,6.3,6.1,6.2,6.1,191000
12-12-13 0:00,6.4,6.1,6.4,6.1,237000
11-12-13 0:00,6.4,6.1,6.2,6.3,245500
10-12-13 0:00,6.4,6.1,6.4,6.1,271000
09-12-13 0:00,6.3,6,6.1,6.2,419000
08-12-13 0:00,6.1,5.9,5.9,6,113500
05-12-13 0:00,6.1,5.9,6,6,138000
04-12-13 0:00,6.1,6,6.1,6,62500
03-12-13 0:00,6.1,6,6,6,163500
02-12-13 0:00,6.1,5.9,6,5.9,81000
01-12-13 0:00,6,5.9,6,5.9,106500
28-11-13 0:00,6.1,6,6.1,6,137500
27-11-13 0:00,6.2,6,6.2,6,291500
26-11-13 0:00,6.3,6,6.2,6.1,505000
25-11-13 0:00,6.4,6.2,6.4,6.2,604500
24-11-13 0:00,6.5,6.3,6.5,6.3,435000
21-11-13 0:00,6.6,6.4,6.4,6.5,476000
20-11-13 0:00,6.6,6.4,6.4,6.4,796500
19-11-13 0:00,6.4,6.3,6.3,6.3,566000
18-11-13 0:00,6.4,6.3,6.3,6.3,274500
17-11-13 0:00,6.5,6.2,6.5,6.4,299000
14-11-13 0:00,6.6,6.4,6.5,6.5,323500
13-11-13 0:00,6.6,6.2,6.3,6.4,468500
12-11-13 0:00,6.7,6.1,6.6,6.3,689000
11-11-13 0:00,6.6,6.4,6.4,6.4,1504500
10-11-13 0:00,6.5,6.2,6.5,6.2,579000
07-11-13 0:00,6.3,6,6.1,6.2,501500
06-11-13 0:00,6.1,5.9,5.9,6,412500
05-11-13 0:00,6.1,5.9,5.9,5.9,521000
04-11-13 0:00,6,5.8,5.8,5.9,160500
03-11-13 0:00,5.9,5.7,5.8,5.8,611000
31-10-13 0:00,5.8,5.7,5.7,5.7,205500
30-10-13 0:00,5.8,5.7,5.8,5.7,70500
29-10-13 0:00,5.8,5.6,5.7,5.7,227000
28-10-13 0:00,5.8,5.6,5.7,5.6,239000
27-10-13 0:00,5.7,5.5,5.6,5.6,134000
24-10-13 0:00,5.6,5.5,5.6,5.5,334000
23-10-13 0:00,5.7,5.6,5.7,5.6,323000
22-10-13 0:00,5.7,5.6,5.6,5.6,95000
21-10-13 0:00,5.7,5.5,5.5,5.5,272000
20-10-13 0:00,5.8,5.5,5.8,5.5,174000
10-10-13 0:00,5.7,5.6,5.6,5.6,158500
09-10-13 0:00,5.7,5.5,5.6,5.5,381000
08-10-13 0:00,5.8,5.7,5.8,5.7,302500
07-10-13 0:00,5.9,5.7,5.9,5.7,245000
06-10-13 0:00,5.9,5.7,5.7,5.7,197500
03-10-13 0:00,6,5.8,5.9,5.9,411500
02-10-13 0:00,6,5.8,5.9,5.8,365000
01-10-13 0:00,5.9,5.7,5.7,5.8,148000
30-09-13 0:00,6,5.7,5.9,5.7,341500
29-09-13 0:00,5.9,5.7,5.7,5.8,274500
26-09-13 0:00,5.7,5.6,5.6,5.6,64000
25-09-13 0:00,5.7,5.5,5.6,5.5,233000
24-09-13 0:00,5.8,5.6,5.6,5.6,193000
23-09-13 0:00,5.8,5.6,5.7,5.6,194500
22-09-13 0:00,5.8,5.7,5.7,5.7,177500
19-09-13 0:00,5.8,5.6,5.6,5.7,131500
18-09-13 0:00,5.8,5.6,5.6,5.6,165000
17-09-13 0:00,5.8,5.6,5.6,5.6,173500
16-09-13 0:00,5.8,5.6,5.6,5.6,71000
15-09-13 0:00,5.8,5.6,5.7,5.6,315000
12-09-13 0:00,5.8,5.7,5.8,5.7,157000
11-09-13 0:00,6,5.6,5.6,5.7,379500
10-09-13 0:00,5.8,5.6,5.7,5.6,142000
09-09-13 0:00,5.9,5.7,5.7,5.7,164000
08-09-13 0:00,5.8,5.7,5.8,5.7,96000
05-09-13 0:00,5.9,5.7,5.8,5.7,122000
04-09-13 0:00,5.8,5.7,5.7,5.7,90500
03-09-13 0:00,5.8,5.7,5.8,5.7,90500
02-09-13 0:00,5.9,5.8,5.9,5.8,175500
01-09-13 0:00,5.9,5.8,5.8,5.8,508000
29-08-13 0:00,5.9,5.7,5.9,5.7,208000
27-08-13 0:00,5.9,5.8,5.9,5.8,242500
26-08-13 0:00,6,5.8,5.9,5.9,246000
25-08-13 0:00,6.1,5.9,6.1,5.9,173000
22-08-13 0:00,6,5.7,5.7,5.9,282000
21-08-13 0:00,5.9,5.7,5.9,5.7,415500
20-08-13 0:00,6,5.8,5.8,5.8,196500
19-08-13 0:00,5.9,5.7,5.8,5.8,268000
18-08-13 0:00,5.9,5.6,5.7,5.8,385000
14-08-13 0:00,5.9,5.5,5.5,5.7,477500
13-08-13 0:00,6.1,5.9,6,5.9,240000
12-08-13 0:00,6.1,6,6,6,80000
05-08-13 0:00,6.3,6,6,6.2,104000
04-08-13 0:00,6.2,5.8,6.1,6,200000
01-08-13 0:00,6.3,6.1,6.2,6.2,122000
31-07-13 0:00,6.7,6.2,6.6,6.2,267500
30-07-13 0:00,6.9,6.4,6.9,6.4,213000
29-07-13 0:00,6.9,6.5,6.6,6.7,335000
28-07-13 0:00,6.8,6.5,6.8,6.6,162500
25-07-13 0:00,7.5,6.8,7.4,6.8,896500
24-07-13 0:00,6.9,6.2,6.2,6.9,461000
23-07-13 0:00,6.7,6.1,6.6,6.3,383500
22-07-13 0:00,6.8,6.5,6.7,6.6,318500
21-07-13 0:00,6.9,6.6,6.9,6.6,245000
18-07-13 0:00,6.8,6.6,6.8,6.7,376000
17-07-13 0:00,6.9,6.7,6.7,6.7,478000
16-07-13 0:00,7,6.7,6.9,6.8,341500
15-07-13 0:00,6.9,6.6,6.8,6.7,381500
14-07-13 0:00,6.9,6.7,6.8,6.7,244500
11-07-13 0:00,7.2,6.7,7.2,6.7,576500
10-07-13 0:00,7.1,6.8,6.9,6.9,624000
09-07-13 0:00,7,6.8,6.9,6.8,1125000
08-07-13 0:00,7.2,6.9,7.2,6.9,893500
07-07-13 0:00,7.2,6.9,7,7.1,664500
04-07-13 0:00,7,6.7,7,6.8,979500
03-07-13 0:00,7.2,6.8,7.1,6.9,525500
02-07-13 0:00,7.2,7,7,7.1,315000
30-06-13 0:00,7.1,6.7,6.8,6.8,519000
27-06-13 0:00,7.1,6.9,7.1,6.9,225500
26-06-13 0:00,7.3,7,7.1,7,303500
24-06-13 0:00,7.1,6.9,7.1,6.9,508500
23-06-13 0:00,7.4,7,7.3,7,589000
20-06-13 0:00,7.7,7.2,7.7,7.3,478000
19-06-13 0:00,7.8,7.5,7.6,7.5,1168500
18-06-13 0:00,7.6,7.2,7.3,7.5,2225500
17-06-13 0:00,7.4,7,7.2,7.1,914500
16-06-13 0:00,7.3,7.1,7.2,7.1,415000
13-06-13 0:00,7.2,7,7.2,7,708500
12-06-13 0:00,7.5,7,7.4,7,744000
11-06-13 0:00,7.5,7.2,7.4,7.2,710000
10-06-13 0:00,7.4,7,7,7.2,865500
09-06-13 0:00,7.6,6.9,7.4,6.9,985000
06-06-13 0:00,7.3,7,7,7.1,1089000
05-06-13 0:00,7.2,6.7,6.8,7.1,950000
04-06-13 0:00,7.2,6.9,7.1,6.9,650000
03-06-13 0:00,7.3,6.9,7.3,7,957000
02-06-13 0:00,7.1,6.6,6.7,7,2212500
30-05-13 0:00,6.7,6.5,6.5,6.5,739500
29-05-13 0:00,6.5,6.3,6.4,6.4,420500
28-05-13 0:00,6.4,6.2,6.3,6.3,216000
27-05-13 0:00,6.3,6,6.1,6.1,223000
26-05-13 0:00,6.3,6,6.2,6,252000
22-05-13 0:00,6.5,6.2,6.2,6.2,286000
21-05-13 0:00,6.6,6.3,6.5,6.3,378000
20-05-13 0:00,6.7,6.4,6.6,6.5,734000
19-05-13 0:00,6.7,6.5,6.6,6.6,529000
16-05-13 0:00,6.7,6.3,6.3,6.5,607000
15-05-13 0:00,6.6,6.2,6.5,6.2,795500
14-05-13 0:00,6.6,6.1,6.1,6.5,733500
13-05-13 0:00,6.2,5.9,6,6,756000
12-05-13 0:00,6,5.8,5.9,5.9,325000
09-05-13 0:00,5.9,5.7,5.8,5.8,232500
08-05-13 0:00,6,5.7,5.8,5.7,638000
07-05-13 0:00,5.7,5.5,5.5,5.6,169500
06-05-13 0:00,5.6,5.5,5.5,5.5,29000
05-05-13 0:00,5.7,5.6,5.7,5.6,106000
02-05-13 0:00,5.7,5.5,5.5,5.6,262000
30-04-13 0:00,5.8,5.6,5.8,5.6,136000
29-04-13 0:00,5.7,5.5,5.7,5.6,248000
28-04-13 0:00,5.7,5.6,5.7,5.6,182000
25-04-13 0:00,5.9,5.7,5.7,5.7,341000
24-04-13 0:00,5.9,5.6,5.9,5.6,268500
23-04-13 0:00,5.9,5.7,5.9,5.8,171500
22-04-13 0:00,5.9,5.7,5.8,5.7,289500
21-04-13 0:00,5.9,5.7,5.9,5.8,162000
18-04-13 0:00,6.2,5.9,6,5.9,972000
17-04-13 0:00,5.9,5.4,5.6,5.8,385500
16-04-13 0:00,5.9,5.5,5.9,5.5,262000
15-04-13 0:00,6,5.7,5.9,5.7,454500
11-04-13 0:00,6,5.7,5.8,5.8,517500
10-04-13 0:00,6.1,5.6,5.9,5.8,566500
09-04-13 0:00,6.2,5.8,6,5.8,329500
08-04-13 0:00,5.9,5.3,5.4,5.8,1004000
07-04-13 0:00,5.5,5.1,5.1,5.4,446000
04-04-13 0:00,5.2,5.1,5.1,5.1,72000
03-04-13 0:00,5.2,5,5.1,5.1,109500
02-04-13 0:00,5.2,4.9,5.2,5,228000
01-04-13 0:00,5.2,5,5.2,5,137000
31-03-13 0:00,5.4,5.2,5.3,5.2,128000
28-03-13 0:00,5.5,5.3,5.4,5.3,129500
27-03-13 0:00,5.5,5.3,5.5,5.3,203500
25-03-13 0:00,5.6,5.4,5.5,5.4,158500
24-03-13 0:00,5.5,5.4,5.4,5.4,150500
20-03-13 0:00,5.5,5.4,5.5,5.4,113000
19-03-13 0:00,5.7,5.4,5.5,5.6,258000
18-03-13 0:00,5.5,5.4,5.5,5.4,306000
14-03-13 0:00,5.7,5.3,5.6,5.3,676500
13-03-13 0:00,5.7,5.5,5.6,5.6,95500
12-03-13 0:00,5.7,5.4,5.6,5.4,559500
11-03-13 0:00,5.8,5.6,5.8,5.6,320500
10-03-13 0:00,6,5.8,5.9,5.8,63000
07-03-13 0:00,6,5.9,6,5.9,101500
06-03-13 0:00,6.1,6,6,6,84000
05-03-13 0:00,6.2,6,6.1,6,95000
04-03-13 0:00,6.1,5.8,5.9,6,150000
03-03-13 0:00,6.1,5.7,6,5.7,131000
28-02-13 0:00,6.2,6,6.2,6,260500
27-02-13 0:00,6.5,6.2,6.4,6.2,279000
26-02-13 0:00,6.5,6.3,6.5,6.4,238000
25-02-13 0:00,6.6,6.4,6.4,6.4,214000
24-02-13 0:00,6.6,6.4,6.5,6.4,174500
20-02-13 0:00,6.7,6.5,6.5,6.5,136500
19-02-13 0:00,6.7,6.5,6.6,6.5,370500
18-02-13 0:00,6.8,6.6,6.7,6.6,331000
17-02-13 0:00,6.9,6.6,6.9,6.7,297000
14-02-13 0:00,6.9,6.7,6.7,6.8,179000
13-02-13 0:00,7,6.7,6.9,6.8,323000
12-02-13 0:00,7.1,6.9,7.1,6.9,276000
11-02-13 0:00,7,6.8,6.9,6.9,547500
10-02-13 0:00,6.9,6.7,6.7,6.8,255000
07-02-13 0:00,6.8,6.6,6.7,6.6,181000
06-02-13 0:00,6.8,6.6,6.6,6.7,214500
05-02-13 0:00,6.8,6.6,6.6,6.6,116500
04-02-13 0:00,6.8,6.6,6.7,6.7,110000
03-02-13 0:00,6.8,6.6,6.7,6.6,324500
31-01-13 0:00,6.8,6.6,6.7,6.6,425500
30-01-13 0:00,6.9,6.7,6.8,6.7,82500
29-01-13 0:00,6.9,6.6,6.8,6.7,525000
28-01-13 0:00,6.8,6.6,6.8,6.6,363500
27-01-13 0:00,7,6.8,6.9,6.8,418000
24-01-13 0:00,7,6.8,6.8,6.9,239500
23-01-13 0:00,7,6.8,6.9,6.9,205000
22-01-13 0:00,7,6.9,7,6.9,556000
21-01-13 0:00,7,6.9,7,6.9,252500
20-01-13 0:00,7.1,7,7,7,108000
17-01-13 0:00,7.2,7,7,7,177000
16-01-13 0:00,7.2,7,7.1,7,228000
15-01-13 0:00,7.1,7,7.1,7,106500
14-01-13 0:00,7.2,7,7.1,7.1,208000
13-01-13 0:00,7.2,7,7.1,7.1,209000
10-01-13 0:00,7.3,7.1,7.2,7.1,193500
09-01-13 0:00,7.9,7.3,7.9,7.3,1166000
08-01-13 0:00,7.4,7.2,7.2,7.2,231500
07-01-13 0:00,7.3,7,7.1,7.1,195000
06-01-13 0:00,7.7,7.2,7.4,7.2,399500
03-01-13 0:00,7.5,7.1,7.1,7.4,1297500
02-01-13 0:00,7,6.8,7,6.9,224000
01-01-13 0:00,7.1,6.9,7.1,6.9,112500
30-12-14 0:00,5.2,5,5,5.1,58281
29-12-14 0:00,5.2,5.1,5.1,5.1,105156
28-12-14 0:00,5.1,5,5,5.1,149956
24-12-14 0:00,5.1,5,5,5.1,68661
23-12-14 0:00,5.2,5.1,5.1,5.1,55476
22-12-14 0:00,5.3,5,5.3,5.2,60035
21-12-14 0:00,5.3,5.1,5.1,5.2,97903
18-12-14 0:00,5.2,5,5,5.2,163762
17-12-14 0:00,5.2,5,5.1,5.1,39171
15-12-14 0:00,5.3,5.1,5.2,5.1,40686
14-12-14 0:00,5.2,5,5,5.1,32447
11-12-14 0:00,5.2,5.1,5.1,5.1,70021
10-12-14 0:00,5.2,5.1,5.1,5.1,51000
09-12-14 0:00,5.2,5.1,5.2,5.1,48500
08-12-14 0:00,5.2,5.1,5.2,5.2,31000
07-12-14 0:00,5.3,5.1,5.2,5.1,142500
04-12-14 0:00,5.3,5.1,5.2,5.2,139500
03-12-14 0:00,5.3,5.1,5.1,5.2,69000
02-12-14 0:00,5.3,5.1,5.3,5.1,91500
01-12-14 0:00,5.3,5.1,5.1,5.2,39500
30-11-14 0:00,5.3,5.1,5.3,5.2,62500
27-11-14 0:00,5.2,5.1,5.1,5.1,41500
26-11-14 0:00,5.3,5.1,5.2,5.1,233000
25-11-14 0:00,5.3,5.2,5.2,5.2,25500
24-11-14 0:00,5.3,5.2,5.3,5.2,107500
23-11-14 0:00,5.5,5.3,5.3,5.3,101500
20-11-14 0:00,5.4,5.3,5.4,5.3,108500
19-11-14 0:00,5.5,5.2,5.2,5.4,218500
18-11-14 0:00,5.4,5.2,5.2,5.3,93000
17-11-14 0:00,5.4,5.3,5.3,5.3,78000
16-11-14 0:00,5.4,5.3,5.4,5.3,509500
13-11-14 0:00,5.5,5.4,5.4,5.4,213000
12-11-14 0:00,5.5,5.4,5.4,5.4,217000
11-11-14 0:00,5.5,5.4,5.4,5.4,71500
10-11-14 0:00,5.5,5.4,5.4,5.4,101500
09-11-14 0:00,5.5,5.4,5.5,5.4,193500
06-11-14 0:00,5.6,5.5,5.5,5.5,268000
05-11-14 0:00,5.6,5.5,5.5,5.5,86000
03-11-14 0:00,5.6,5.5,5.5,5.5,166000
02-11-14 0:00,5.6,5.4,5.5,5.4,290500
30-10-14 0:00,5.7,5.5,5.6,5.5,322500
29-10-14 0:00,5.5,5.4,5.4,5.5,181500
28-10-14 0:00,5.5,5.3,5.3,5.4,128500
27-10-14 0:00,5.5,5.3,5.3,5.4,57500
26-10-14 0:00,5.5,5.4,5.4,5.4,104500
23-10-14 0:00,5.5,5.4,5.5,5.4,163500
22-10-14 0:00,5.6,5.4,5.5,5.4,189000
21-10-14 0:00,5.7,5.4,5.4,5.5,109000
20-10-14 0:00,5.7,5.5,5.6,5.5,341500
19-10-14 0:00,5.7,5.6,5.6,5.6,221500
16-10-14 0:00,5.9,5.7,5.9,5.7,556000
15-10-14 0:00,5.9,5.7,5.8,5.8,366000
14-10-14 0:00,6,5.7,6,5.7,427000
13-10-14 0:00,6.1,5.7,6,5.8,546000
12-10-14 0:00,6,5.5,5.6,5.8,1045500
02-10-14 0:00,5.6,5.4,5.5,5.5,540000
01-10-14 0:00,5.5,5.3,5.3,5.4,632500
30-09-14 0:00,5.4,5.3,5.3,5.3,151000
29-09-14 0:00,5.5,5.3,5.3,5.3,355500
28-09-14 0:00,5.5,5.3,5.4,5.3,476000
25-09-14 0:00,5.6,5.4,5.5,5.4,374000
24-09-14 0:00,5.6,5.4,5.5,5.4,590500
23-09-14 0:00,5.6,5.3,5.4,5.4,538000
22-09-14 0:00,5.5,5.3,5.4,5.3,261500
21-09-14 0:00,5.4,5.3,5.3,5.4,209500
18-09-14 0:00,5.4,5.2,5.4,5.3,461000
17-09-14 0:00,5.4,5.3,5.3,5.3,445000
16-09-14 0:00,5.4,5.3,5.3,5.3,137000
15-09-14 0:00,5.6,5.3,5.3,5.4,191500
14-09-14 0:00,5.5,5.2,5.3,5.4,444000
11-09-14 0:00,5.4,5.3,5.4,5.3,437000
10-09-14 0:00,5.5,5.4,5.4,5.4,319500
09-09-14 0:00,5.6,5.4,5.6,5.4,142500
08-09-14 0:00,5.6,5.4,5.6,5.5,172000
07-09-14 0:00,5.7,5.5,5.6,5.5,305000
04-09-14 0:00,5.7,5.5,5.5,5.6,261000
03-09-14 0:00,5.6,5.5,5.5,5.5,267000
02-09-14 0:00,5.7,5.3,5.4,5.5,561000
01-09-14 0:00,0,0,6,6,0
31-08-14 0:00,6.2,6,6,6,300000
28-08-14 0:00,6.2,6,6.1,6,357000
27-08-14 0:00,6.2,6,6.1,0,621000
26-08-14 0:00,6.2,6,6.1,6,255000
25-08-14 0:00,6.2,6,6.1,6.1,672000
24-08-14 0:00,6.2,6,6.1,6,432000
21-08-14 0:00,6.3,6,6.1,6.1,553000
20-08-14 0:00,6.3,6.1,6.3,6.1,758000
19-08-14 0:00,6.5,6.2,6.4,6.2,754000
18-08-14 0:00,7.2,6.3,7,6.4,2215500
14-08-14 0:00,6.6,6.2,6.6,6.5,513500
13-08-14 0:00,6.4,6.1,6.3,6.3,398500
12-08-14 0:00,6.4,6,6.1,6.3,866000
11-08-14 0:00,6.2,6,6,6.1,191500
10-08-14 0:00,6.2,6,6.1,6.1,280000
07-08-14 0:00,6.1,6,6,6,257500
06-08-14 0:00,6.2,6,6,6,145000
05-08-14 0:00,6.1,5.9,6,6,512500
04-08-14 0:00,6,5.9,6,5.9,277500
03-08-14 0:00,6.1,5.9,6.1,5.9,337500
24-07-14 0:00,6.2,6,6,6.1,250500
23-07-14 0:00,6.1,6,6,6,31000
22-07-14 0:00,6.1,6,6.1,6,73000
21-07-14 0:00,6,6,6,6,62000
20-07-14 0:00,6,6,6,6,44500
17-07-14 0:00,6.1,5.9,5.9,6,76500
16-07-14 0:00,6.1,5.9,5.9,6,264000
15-07-14 0:00,6,5.9,5.9,5.9,112000
14-07-14 0:00,6,5.9,5.9,5.9,91500
13-07-14 0:00,6,5.9,6,5.9,161500
10-07-14 0:00,6.1,5.9,6.1,5.9,103500
09-07-14 0:00,6.1,6,6,6,57500
08-07-14 0:00,6.2,6,6,6,278000
07-07-14 0:00,6.3,6.1,6.1,6.1,42000
06-07-14 0:00,6.2,6.2,6.2,6.2,48000
03-07-14 0:00,6.3,6.1,6.2,6.2,97000
02-07-14 0:00,6.3,6.1,6.2,6.2,106500
30-06-14 0:00,6.4,6.2,6.2,6.3,89000
29-06-14 0:00,6.4,6.1,6.1,6.3,97000
26-06-14 0:00,6.3,6.2,6.3,6.2,161000
25-06-14 0:00,6.3,6,6,6.2,176500
24-06-14 0:00,6.2,6,6,6.1,81500
23-06-14 0:00,6.2,6,6.1,6,38000
22-06-14 0:00,6.2,6,6,6,183500
19-06-14 0:00,6.1,6,6,6,45500
18-06-14 0:00,6.1,6,6,6,115000
17-06-14 0:00,6.1,6,6.1,6,74500
16-06-14 0:00,6.3,6.1,6.2,6.1,231000
15-06-14 0:00,6.3,6.2,6.3,6.2,34500
12-06-14 0:00,6.5,6.1,6.1,6.3,247500
11-06-14 0:00,6.2,6.1,6.1,6.1,142500
10-06-14 0:00,6.3,6,6.1,6.1,527000
09-06-14 0:00,6.1,6,6.1,6,76000
08-06-14 0:00,6.2,5.9,5.9,6,411000
05-06-14 0:00,6.2,6,6.1,6,165500
04-06-14 0:00,6.2,6,6,6.1,86500
03-06-14 0:00,6.2,6.1,6.2,6.1,174000
02-06-14 0:00,6.3,6.1,6.2,6.1,358500
01-06-14 0:00,6.3,6.2,6.3,6.2,92500
29-05-14 0:00,6.4,6.3,6.4,6.3,98000
28-05-14 0:00,6.5,6.3,6.5,6.4,255000
27-05-14 0:00,6.6,6.4,6.4,6.5,23500
26-05-14 0:00,6.5,6.4,6.5,6.5,187000
25-05-14 0:00,6.6,6.5,6.5,6.5,23000
22-05-14 0:00,6.6,6.5,6.5,6.5,312000
21-05-14 0:00,6.7,6.5,6.6,6.6,293000
20-05-14 0:00,6.7,6.5,6.5,6.6,293000
19-05-14 0:00,6.7,6.5,6.5,6.6,80500
18-05-14 0:00,6.7,6.5,6.6,6.5,182000
15-05-14 0:00,6.8,6.6,6.6,6.7,106000
14-05-14 0:00,6.8,6.6,6.7,6.6,155500
12-05-14 0:00,6.8,6.7,6.7,6.7,97500
11-05-14 0:00,6.8,6.6,6.7,6.7,122000
08-05-14 0:00,6.8,6.7,6.7,6.7,55500
07-05-14 0:00,6.8,6.7,6.7,6.7,31000
06-05-14 0:00,6.8,6.6,6.7,6.6,340000
05-05-14 0:00,6.9,6.7,6.7,6.7,188500
04-05-14 0:00,7.1,6.8,6.9,6.8,428500
04-05-14 0:00,7.1,6.8,6.9,6.8,428500
30-04-14 0:00,7.1,6.9,7,6.9,715500
29-04-14 0:00,7.1,6.9,6.9,7,526500
28-04-14 0:00,7,6.9,6.9,6.9,362000
27-04-14 0:00,7.1,6.9,7,7,447000
24-04-14 0:00,7.2,6.8,6.8,7,950000
23-04-14 0:00,7.1,6.7,6.7,6.9,583500
22-04-14 0:00,6.8,6.4,6.4,6.7,332500
21-04-14 0:00,6.5,6.3,6.3,6.4,183000
20-04-14 0:00,6.5,6.3,6.3,6.3,69000
17-04-14 0:00,6.5,6.3,6.3,6.3,114500
16-04-14 0:00,6.5,6.3,6.4,6.3,199000
15-04-14 0:00,6.5,6.3,6.3,6.4,252500
13-04-14 0:00,6.5,6.3,6.4,6.3,96000
10-04-14 0:00,6.4,6.3,6.3,6.3,203000
09-04-14 0:00,6.4,6.2,6.2,6.3,54500
08-04-14 0:00,6.3,6.3,6.3,6.3,120500
07-04-14 0:00,6.4,6.2,6.2,6.3,68500
06-04-14 0:00,6.4,6.3,6.3,6.3,62000
03-04-14 0:00,6.4,6.3,6.3,6.3,121000
02-04-14 0:00,6.4,6.2,6.2,6.3,67500
01-04-14 0:00,6.3,6.2,6.2,6.2,58000
31-03-14 0:00,6.3,6.1,6.1,6.2,73000
30-03-14 0:00,6.3,6.1,6.2,6.2,76500
27-03-14 0:00,6.3,6.2,6.2,6.2,32500
25-03-14 0:00,6.4,6.2,6.2,6.2,68000
24-03-14 0:00,6.4,6.2,6.2,6.2,94000
23-03-14 0:00,6.5,6.3,6.3,6.4,110500
20-03-14 0:00,6.7,6.3,6.7,6.3,61500
19-03-14 0:00,6.5,6.3,6.3,6.3,166000
18-03-14 0:00,6.6,6.2,6.6,6.2,277500
16-03-14 0:00,6.8,6.5,6.6,6.5,141500
13-03-14 0:00,6.8,6.6,6.6,6.7,309000
12-03-14 0:00,6.8,6.6,6.7,6.7,199000
11-03-14 0:00,6.8,6.6,6.6,6.7,73000
10-03-14 0:00,6.8,6.6,6.7,6.7,154500
09-03-14 0:00,6.8,6.7,6.7,6.7,176500
06-03-14 0:00,6.9,6.7,6.8,6.8,164000
05-03-14 0:00,6.9,6.8,6.8,6.8,529500
04-03-14 0:00,6.9,6.7,6.7,6.8,195500
03-03-14 0:00,6.9,6.7,6.9,6.7,1026500
02-03-14 0:00,6.9,6.8,6.8,6.8,555000
27-02-14 0:00,6.9,6.8,6.8,6.8,363000
26-02-14 0:00,6.9,6.8,6.8,6.8,97500
25-02-14 0:00,6.9,6.7,6.8,6.8,777000
24-02-14 0:00,6.9,6.8,6.8,6.8,245000
23-02-14 0:00,6.9,6.8,6.8,6.8,663500
20-02-14 0:00,7,6.8,6.8,6.8,433000
19-02-14 0:00,7,6.8,6.8,6.9,470500
18-02-14 0:00,6.8,6.7,6.7,6.7,232000
17-02-14 0:00,6.8,6.7,6.7,6.7,84500
16-02-14 0:00,6.8,6.7,6.7,6.7,360000
13-02-14 0:00,6.9,6.7,6.7,6.8,155500
12-02-14 0:00,6.9,6.7,6.9,6.8,153000
11-02-14 0:00,6.9,6.7,6.7,6.7,162000
10-02-14 0:00,6.9,6.7,6.8,6.7,647500
09-02-14 0:00,7,6.8,6.9,6.8,553500
06-02-14 0:00,7.1,6.8,7,6.8,366000
